n,k,policy,success_rate,mean_expansions_all,mean_expansions_success,mean_expansions_failure,mean_seconds
6,5,expert_tall_large,1.0,14.0,14.0,,0.000330049975309521
6,5,expert_balanced_small,0.9,16.1,15.11111111111111,25.0,0.0003726599854417145
6,5,expert_balanced_large,1.0,7.6,7.6,,0.00022344000171869993
6,5,moe_sparse_top1,1.0,7.6,7.6,,0.0017163299955427647
6,5,moe_top2,1.0,7.9,7.9,,0.0019039300037547945
6,5,moe_top3,1.0,7.5,7.5,,0.001909080008044839
6,5,moe_all,1.0,10.5,10.5,,0.0032073899754323067
6,6,expert_wide_small,0.7,18.8,16.142857142857142,25.0,0.00048260993789881466
6,6,expert_wide_large,0.8,17.7,15.875,25.0,0.0004273400059901178
6,6,expert_tall_small,0.9,16.6,15.666666666666666,25.0,0.0004164200043305755
6,6,expert_tall_large,0.7,18.1,15.142857142857142,25.0,0.00043196002952754496
6,6,expert_balanced_small,0.7,20.7,18.857142857142858,25.0,0.000493939989246428
6,6,expert_balanced_large,1.0,9.7,9.7,,0.0002869999734684825
6,6,moe_sparse_top1,1.0,9.7,9.7,,0.0021660700091160833
6,6,moe_top2,1.0,13.0,13.0,,0.0032873000018298626
6,6,moe_top3,1.0,16.9,16.9,,0.004573239991441369
6,6,moe_all,0.8,19.0,17.5,25.0,0.00617434000596404
6,7,expert_wide_small,1.0,15.1,15.1,,0.00039570999797433615
6,7,expert_wide_large,0.8,17.4,15.5,25.0,0.0004334599711000919
6,7,expert_tall_small,0.7,17.3,14.0,25.0,0.00044714000541716813
6,7,expert_tall_large,0.8,20.4,19.25,25.0,0.0004969099652953445
6,7,expert_balanced_small,0.6,23.1,21.833333333333332,25.0,0.000569809996522963
6,7,expert_balanced_large,1.0,11.6,11.6,,0.00030708000995218756
6,7,moe_sparse_top1,1.0,11.6,11.6,,0.0026317199692130087
6,7,moe_top2,1.0,14.6,14.6,,0.0036156500107608737
6,7,moe_top3,0.9,17.1,16.22222222222222,25.0,0.004915299988351762
6,7,moe_all,1.0,17.0,17.0,,0.005272909998893738
6,8,expert_wide_small,1.0,19.7,19.7,,0.0004718300071544945
6,8,expert_wide_large,0.8,19.0,17.5,25.0,0.00045762999216094615
6,8,expert_tall_small,1.0,17.6,17.6,,0.0004285699920728803
6,8,expert_tall_large,0.7,22.0,20.714285714285715,25.0,0.000531589996535331
6,8,expert_balanced_small,0.8,20.4,19.25,25.0,0.0005016700131818652
6,8,expert_balanced_large,0.9,13.9,12.666666666666666,25.0,0.0003368200268596411
6,8,moe_sparse_top1,0.9,13.6,12.333333333333334,25.0,0.003029140003491193
6,8,moe_top2,1.0,13.4,13.4,,0.003242359997238964
6,8,moe_top3,0.9,15.7,14.666666666666666,25.0,0.004101000004447996
6,8,moe_all,0.9,19.8,19.22222222222222,25.0,0.006327640020754188
6,9,expert_wide_small,0.3,23.0,18.333333333333332,25.0,0.000605029973667115
6,9,expert_wide_large,1.0,18.0,18.0,,0.00048541000578552487
6,9,expert_tall_small,0.8,20.5,19.375,25.0,0.0005057800328359008
6,9,expert_tall_large,0.3,23.7,20.666666666666668,25.0,0.0005947500001639127
6,9,expert_balanced_small,0.2,24.4,22.0,25.0,0.0006098000099882484
6,9,expert_balanced_large,1.0,15.7,15.7,,0.00041256999829784034
6,9,moe_sparse_top1,1.0,16.0,16.0,,0.0037891199928708373
6,9,moe_top2,0.9,15.7,14.666666666666666,25.0,0.003952540003228933
6,9,moe_top3,0.7,17.4,14.142857142857142,25.0,0.004683869995642453
6,9,moe_all,0.8,19.4,18.0,25.0,0.0061578799970448015
6,10,expert_wide_small,0.6,22.5,20.833333333333332,25.0,0.0005686299875378609
6,10,expert_wide_large,0.7,20.9,19.142857142857142,25.0,0.0005420299945399165
6,10,expert_tall_small,0.7,20.3,18.285714285714285,25.0,0.0005290299886837602
6,10,expert_tall_large,0.7,19.7,17.428571428571427,25.0,0.0005063300020992755
6,10,expert_balanced_small,0.3,24.1,22.0,25.0,0.0006144999992102384
6,10,expert_balanced_large,1.0,15.8,15.8,,0.00039045000448822975
6,10,moe_sparse_top1,1.0,15.4,15.4,,0.0037509100162424146
6,10,moe_top2,0.9,16.4,15.444444444444445,25.0,0.004234409960918129
6,10,moe_top3,0.9,17.6,16.77777777777778,25.0,0.004940060002263635
6,10,moe_all,0.5,21.3,17.6,25.0,0.006992610008455813
6,11,expert_wide_small,0.6,21.5,19.166666666666668,25.0,0.000569679995533079
6,11,expert_wide_large,0.8,20.7,19.625,25.0,0.00047990999883040786
6,11,expert_tall_small,1.0,18.5,18.5,,0.0004431899986229837
6,11,expert_tall_large,0.7,20.7,18.857142857142858,25.0,0.0005056499969214201
6,11,expert_balanced_small,0.6,22.9,21.5,25.0,0.000579879991710186
6,11,expert_balanced_large,1.0,17.7,17.7,,0.00042423000559210777
6,11,moe_sparse_top1,0.9,17.8,17.0,25.0,0.004181230009999126
6,11,moe_top2,0.6,23.3,22.166666666666668,25.0,0.0059557299711741505
6,11,moe_top3,0.7,22.7,21.714285714285715,25.0,0.006399589974898845
6,11,moe_all,0.8,20.8,19.75,25.0,0.006869380001444369
6,12,expert_wide_small,0.6,22.2,20.333333333333332,25.0,0.0005676600034348666
6,12,expert_wide_large,0.7,21.0,19.285714285714285,25.0,0.0005110399913974106
6,12,expert_tall_small,0.7,22.5,21.428571428571427,25.0,0.0005748099880293012
6,12,expert_tall_large,0.6,21.4,19.0,25.0,0.0005445100017823279
6,12,expert_balanced_small,0.2,24.4,22.0,25.0,0.0006642700172960758
6,12,expert_balanced_large,0.9,18.0,17.22222222222222,25.0,0.00045986002078279853
6,12,moe_sparse_top1,0.7,22.4,21.285714285714285,25.0,0.005572080006822943
6,12,moe_top2,0.7,22.3,21.142857142857142,25.0,0.0055993400048464535
6,12,moe_top3,0.3,24.3,22.666666666666668,25.0,0.006800280034076423
6,12,moe_all,0.5,23.5,22.0,25.0,0.007542330003343522
6,13,expert_wide_small,0.7,22.9,22.0,25.0,0.0005562500096857548
6,13,expert_wide_large,0.6,22.4,20.666666666666668,25.0,0.000529380002990365
6,13,expert_tall_small,0.4,24.2,23.0,25.0,0.0006011299905367195
6,13,expert_tall_large,0.5,23.5,22.0,25.0,0.0005849499721080065
6,13,expert_balanced_small,0.2,24.8,24.0,25.0,0.000604530016425997
6,13,expert_balanced_large,0.8,22.0,21.25,25.0,0.0005727899959310889
6,13,moe_sparse_top1,0.7,22.2,21.0,25.0,0.0051912599941715595
6,13,moe_top2,0.6,22.3,20.5,25.0,0.005781280004885048
6,13,moe_top3,0.7,21.9,20.571428571428573,25.0,0.006238959997426718
6,13,moe_all,0.4,22.7,19.25,25.0,0.007739609992131591
6,14,expert_wide_small,0.6,23.3,22.166666666666668,25.0,0.0005888100131414831
6,14,expert_wide_large,0.4,23.5,21.25,25.0,0.0005753100151196123
6,14,expert_tall_small,0.3,24.1,22.0,25.0,0.000629719952121377
6,14,expert_tall_large,0.2,24.0,20.0,25.0,0.0006152199697680771
6,14,expert_balanced_small,0.5,23.4,21.8,25.0,0.0006409699912182987
6,14,expert_balanced_large,0.7,22.1,20.857142857142858,25.0,0.0005554700153879821
6,14,moe_sparse_top1,0.3,24.1,22.0,25.0,0.005999660002999008
6,14,moe_top2,0.5,21.9,18.8,25.0,0.00632744999602437
6,14,moe_top3,0.3,23.8,21.0,25.0,0.006936360010877251
6,14,moe_all,0.1,24.3,18.0,25.0,0.008306770003400743
7,3,expert_wide_small,0.9,18.2,17.444444444444443,25.0,0.0004512899904511869
7,3,expert_wide_large,1.0,17.1,17.1,,0.00042991000227630136
7,3,expert_tall_small,1.0,10.4,10.4,,0.000260620005428791
7,3,expert_tall_large,1.0,12.2,12.2,,0.0002972299931570888
7,3,expert_balanced_small,1.0,16.7,16.7,,0.0004181899945251644
7,3,expert_balanced_large,1.0,8.5,8.5,,0.0002185200108215213
7,3,moe_sparse_top1,0.9,18.2,17.444444444444443,25.0,0.004312060005031526
7,3,moe_top2,0.9,16.3,15.333333333333334,25.0,0.004219089983962476
7,3,moe_top3,1.0,17.4,17.4,,0.004701570002362132
7,3,moe_all,1.0,18.5,18.5,,0.0058982899994589385
7,4,expert_wide_small,0.8,18.2,16.5,25.0,0.000462399993557483
7,4,expert_wide_large,0.7,19.1,16.571428571428573,25.0,0.0004960199818015099
7,4,expert_tall_small,1.0,12.7,12.7,,0.00030420997645705936
7,4,expert_tall_large,1.0,15.2,15.2,,0.0003733200137503445
7,4,expert_balanced_small,1.0,18.1,18.1,,0.0004929300048388541
7,4,expert_balanced_large,1.0,12.1,12.1,,0.0002898699720390141
7,4,moe_sparse_top1,0.7,19.4,17.0,25.0,0.0046252999920397995
7,4,moe_top2,1.0,9.6,9.6,,0.0025908900192007423
7,4,moe_top3,1.0,14.7,14.7,,0.004628919984679669
7,4,moe_all,0.9,17.0,16.11111111111111,25.0,0.005966520006768406
7,5,expert_wide_small,1.0,17.3,17.3,,0.0004635000019334257
7,5,expert_wide_large,0.8,18.5,16.875,25.0,0.00047225001035258176
7,5,expert_tall_small,1.0,16.5,16.5,,0.00040652999887242914
7,5,expert_tall_large,0.8,17.6,15.75,25.0,0.0006299000000581145
7,5,expert_balanced_small,0.7,19.9,17.714285714285715,25.0,0.0005114499945193529
7,5,expert_balanced_large,1.0,9.2,9.2,,0.0002993999980390072
7,5,moe_sparse_top1,1.0,9.1,9.1,,0.002127879997715354
7,5,moe_top2,1.0,9.8,9.8,,0.0027165899984538553
7,5,moe_top3,1.0,11.4,11.4,,0.0033451199997216463
7,5,moe_all,1.0,12.5,12.5,,0.00575288002146408
7,6,expert_wide_small,0.8,16.7,14.625,25.0,0.0007013600086793303
7,6,expert_wide_large,0.9,16.4,15.444444444444445,25.0,0.0005192800075747072
7,6,expert_tall_small,0.8,18.2,16.5,25.0,0.0005928200087510049
7,6,expert_tall_large,0.9,18.3,17.555555555555557,25.0,0.0005716799991205334
7,6,expert_balanced_small,0.8,20.8,19.75,25.0,0.0006965299951843917
7,6,expert_balanced_large,1.0,8.5,8.5,,0.00028792000375688076
7,6,moe_sparse_top1,1.0,8.5,8.5,,0.0022728700074367224
7,6,moe_top2,1.0,9.1,9.1,,0.0027545000077225266
7,6,moe_top3,1.0,8.8,8.8,,0.002800689986906946
7,6,moe_all,1.0,10.7,10.7,,0.0050163800013251604
7,7,expert_wide_small,0.8,17.6,15.75,25.0,0.000545219995547086
7,7,expert_wide_large,0.6,20.2,17.0,25.0,0.0006313900114037097
7,7,expert_tall_small,0.9,16.9,16.0,25.0,0.00047105998964980245
7,7,expert_tall_large,0.4,20.8,14.5,25.0,0.0005824799882248044
7,7,expert_balanced_small,0.8,22.0,21.25,25.0,0.0007060400093905628
7,7,expert_balanced_large,1.0,10.0,10.0,,0.00038970998721197245
7,7,moe_sparse_top1,1.0,10.0,10.0,,0.002784380014054477
7,7,moe_top2,1.0,10.0,10.0,,0.0029620699933730066
7,7,moe_top3,1.0,9.3,9.3,,0.0027009699726477264
7,7,moe_all,1.0,9.9,9.9,,0.00357649001525715
7,8,expert_wide_small,0.7,19.0,16.428571428571427,25.0,0.0007318300078622997
7,8,expert_wide_large,0.5,19.9,14.8,25.0,0.0005926799960434437
7,8,expert_tall_small,0.8,19.6,18.25,25.0,0.0005236299941316247
7,8,expert_tall_large,0.5,22.0,19.0,25.0,0.00073254001326859
7,8,expert_balanced_small,0.1,24.7,22.0,25.0,0.0006812899955548346
7,8,expert_balanced_large,1.0,10.9,10.9,,0.00031641001114621756
7,8,moe_sparse_top1,1.0,10.9,10.9,,0.0027305500116199255
7,8,moe_top2,1.0,10.7,10.7,,0.003082109987735748
7,8,moe_top3,1.0,10.3,10.3,,0.0031798799987882375
7,8,moe_all,1.0,10.8,10.8,,0.00383154998999089
7,9,expert_wide_small,0.8,19.5,18.125,25.0,0.0005309500033035874
7,9,expert_wide_large,0.7,20.4,18.428571428571427,25.0,0.0006675999844446779
7,9,expert_tall_small,0.9,16.7,15.777777777777779,25.0,0.0005043900106102228
7,9,expert_tall_large,0.6,21.5,19.166666666666668,25.0,0.0007132000173442066
7,9,expert_balanced_small,0.4,24.1,22.75,25.0,0.0007607299718074501
7,9,expert_balanced_large,1.0,12.7,12.7,,0.0004032099968753755
7,9,moe_sparse_top1,1.0,12.6,12.6,,0.003438680013641715
7,9,moe_top2,1.0,12.8,12.8,,0.004416539997328073
7,9,moe_top3,1.0,13.4,13.4,,0.005398249987047165
7,9,moe_all,0.9,13.1,11.777777777777779,25.0,0.0053997799986973405
7,10,expert_wide_small,0.8,20.5,19.375,25.0,0.0006988099776208401
7,10,expert_wide_large,0.7,21.0,19.285714285714285,25.0,0.0006203200202435255
7,10,expert_tall_small,0.6,21.8,19.666666666666668,25.0,0.0007306799991056323
7,10,expert_tall_large,0.3,23.7,20.666666666666668,25.0,0.0007494200137443841
7,10,expert_balanced_small,0.0,25.0,,25.0,0.0008250799961388111
7,10,expert_balanced_large,1.0,13.7,13.7,,0.00042113999370485544
7,10,moe_sparse_top1,1.0,13.4,13.4,,0.0038489000056870283
7,10,moe_top2,1.0,13.3,13.3,,0.0039694200153462585
7,10,moe_top3,1.0,13.8,13.8,,0.004759810003452003
7,10,moe_all,1.0,14.0,14.0,,0.005623469990678131
7,11,expert_wide_small,0.5,22.8,20.6,25.0,0.0008361399872228503
7,11,expert_wide_large,0.4,22.9,19.75,25.0,0.0007235299912281334
7,11,expert_tall_small,0.9,18.4,17.666666666666668,25.0,0.0006139600300230086
7,11,expert_tall_large,0.3,23.8,21.0,25.0,0.0007389000034891069
7,11,expert_balanced_small,0.2,24.2,21.0,25.0,0.0007503299624659121
7,11,expert_balanced_large,0.8,19.8,18.5,25.0,0.0005840800120495259
7,11,moe_sparse_top1,0.9,19.5,18.88888888888889,25.0,0.005477279995102435
7,11,moe_top2,1.0,17.1,17.1,,0.0051650499808602035
7,11,moe_top3,0.8,19.7,18.375,25.0,0.006307179993018508
7,11,moe_all,0.6,21.8,19.666666666666668,25.0,0.00881253998959437
7,12,expert_wide_small,0.2,24.4,22.0,25.0,0.0008125999942421913
7,12,expert_wide_large,0.5,23.5,22.0,25.0,0.0006929800030775369
7,12,expert_tall_small,0.7,22.5,21.428571428571427,25.0,0.0007166799856349826
7,12,expert_tall_large,0.1,24.2,17.0,25.0,0.0007162899943068624
7,12,expert_balanced_small,0.2,24.5,22.5,25.0,0.0007506200112402439
7,12,expert_balanced_large,1.0,15.7,15.7,,0.0004891599877737462
7,12,moe_sparse_top1,1.0,15.7,15.7,,0.0042008499847725035
7,12,moe_top2,0.9,18.4,17.666666666666668,25.0,0.005277439998462796
7,12,moe_top3,0.8,17.8,16.0,25.0,0.0055175099871121345
7,12,moe_all,0.3,23.3,19.333333333333332,25.0,0.008885770000051706
7,13,expert_wide_small,0.7,22.6,21.571428571428573,25.0,0.0006708300323225557
7,13,expert_wide_large,0.3,23.2,19.0,25.0,0.0006847699754871428
7,13,expert_tall_small,0.7,23.3,22.571428571428573,25.0,0.0006793999811634422
7,13,expert_tall_large,0.2,24.2,21.0,25.0,0.0007440600194968284
7,13,expert_balanced_small,0.2,24.2,21.0,25.0,0.0007017500116489828
7,13,expert_balanced_large,0.7,19.5,17.142857142857142,25.0,0.0005917199770919979
7,13,moe_sparse_top1,0.5,23.3,21.6,25.0,0.006417479994706809
7,13,moe_top2,0.7,20.1,18.0,25.0,0.00613947999663651
7,13,moe_top3,0.6,20.9,18.166666666666668,25.0,0.006473250000271946
7,13,moe_all,0.6,21.0,18.333333333333332,25.0,0.007618860004004091
7,14,expert_wide_small,0.3,24.8,24.333333333333332,25.0,0.0007137000095099211
7,14,expert_wide_large,0.4,24.3,23.25,25.0,0.0006908899988047779
7,14,expert_tall_small,0.6,23.2,22.0,25.0,0.0006730499793775379
7,14,expert_tall_large,0.3,23.7,20.666666666666668,25.0,0.0006924899877049029
7,14,expert_balanced_small,0.1,25.0,25.0,25.0,0.0007569100009277463
7,14,expert_balanced_large,0.6,21.7,19.5,25.0,0.0006311399745754897
7,14,moe_sparse_top1,0.6,21.8,19.666666666666668,25.0,0.005730060022324323
7,14,moe_top2,0.8,19.6,18.25,25.0,0.005606620013713837
7,14,moe_top3,0.4,22.9,19.75,25.0,0.0071088499738834795
7,14,moe_all,0.2,23.1,15.5,25.0,0.008393910015001893
8,3,expert_wide_small,1.0,10.7,10.7,,0.0003050399827770889
8,3,expert_wide_large,1.0,12.3,12.3,,0.00034944997169077395
8,3,expert_tall_small,1.0,12.7,12.7,,0.000323619949631393
8,3,expert_tall_large,1.0,14.5,14.5,,0.00037218000506982206
8,3,expert_balanced_small,1.0,15.5,15.5,,0.00044168001040816306
8,3,expert_balanced_large,1.0,10.7,10.7,,0.00028580998769029976
8,3,moe_sparse_top1,1.0,10.7,10.7,,0.0027239599847234787
8,3,moe_top2,1.0,10.8,10.8,,0.0028269700123928487
8,3,moe_top3,1.0,11.4,11.4,,0.0031930199824273587
8,3,moe_all,1.0,12.1,12.1,,0.004030870005954057
8,4,expert_wide_small,1.0,19.7,19.7,,0.000579050020314753
8,4,expert_wide_large,1.0,20.7,20.7,,0.0005696200183592737
8,4,expert_tall_small,1.0,13.1,13.1,,0.0003481599851511419
8,4,expert_tall_large,1.0,13.2,13.2,,0.00034047000808641316
8,4,expert_balanced_small,1.0,18.1,18.1,,0.0004871599958278239
8,4,expert_balanced_large,1.0,10.8,10.8,,0.00033731001894921064
8,4,moe_sparse_top1,1.0,13.1,13.1,,0.00320411998545751
8,4,moe_top2,1.0,15.0,15.0,,0.0041746199829503896
8,4,moe_top3,0.8,20.0,18.75,25.0,0.0060356100089848045
8,4,moe_all,0.8,21.5,20.625,25.0,0.00777501001721248
8,5,expert_wide_small,0.9,14.0,12.777777777777779,25.0,0.00038702997844666245
8,5,expert_wide_large,0.8,16.1,13.875,25.0,0.0004599900101311505
8,5,expert_tall_small,1.0,16.5,16.5,,0.0005573100177571177
8,5,expert_tall_large,0.9,19.1,18.444444444444443,25.0,0.0005890799919143319
8,5,expert_balanced_small,0.8,18.7,17.125,25.0,0.0005937799927778542
8,5,expert_balanced_large,1.0,13.7,13.7,,0.00039510001661255954
8,5,moe_sparse_top1,0.9,13.9,12.666666666666666,25.0,0.003719839989207685
8,5,moe_top2,0.9,16.2,15.222222222222221,25.0,0.0055037599988281725
8,5,moe_top3,0.9,15.8,14.777777777777779,25.0,0.005894050025381148
8,5,moe_all,0.8,16.0,13.75,25.0,0.006766430009156466
8,6,expert_wide_small,0.6,20.9,18.166666666666668,25.0,0.000681829999666661
8,6,expert_wide_large,0.6,20.0,16.666666666666668,25.0,0.0006676000077277422
8,6,expert_tall_small,0.6,21.6,19.333333333333332,25.0,0.0007257399964146316
8,6,expert_tall_large,0.8,22.5,21.875,25.0,0.0007407799828797578
8,6,expert_balanced_small,0.6,20.0,16.666666666666668,25.0,0.0007472700090147555
8,6,expert_balanced_large,1.0,9.9,9.9,,0.0003463999950326979
8,6,moe_sparse_top1,1.0,10.0,10.0,,0.0029017299762926995
8,6,moe_top2,1.0,9.7,9.7,,0.0032250699936412276
8,6,moe_top3,1.0,10.5,10.5,,0.003652259986847639
8,6,moe_all,1.0,11.4,11.4,,0.004601439996622503
8,7,expert_wide_small,0.4,21.7,16.75,25.0,0.0007702500093728304
8,7,expert_wide_large,0.4,22.3,18.25,25.0,0.0007098999805748463
8,7,expert_tall_small,0.8,17.2,15.25,25.0,0.0005759599851444363
8,7,expert_tall_large,0.8,18.4,16.75,25.0,0.0005727599957026542
8,7,expert_balanced_small,0.4,23.0,20.0,25.0,0.0007643700111657381
8,7,expert_balanced_large,1.0,10.9,10.9,,0.00035391997080296277
8,7,moe_sparse_top1,1.0,10.8,10.8,,0.0029920700122602283
8,7,moe_top2,1.0,10.5,10.5,,0.0031293999985791744
8,7,moe_top3,0.9,11.5,10.0,25.0,0.00463422000175342
8,7,moe_all,0.9,12.5,11.11111111111111,25.0,0.004987539979629219
8,8,expert_wide_small,0.4,22.1,17.75,25.0,0.000620930001605302
8,8,expert_wide_large,0.6,20.8,18.0,25.0,0.0005804800079204142
8,8,expert_tall_small,0.4,24.0,22.5,25.0,0.0007063999772071838
8,8,expert_tall_large,0.5,23.8,22.6,25.0,0.0006680999882519245
8,8,expert_balanced_small,0.1,24.8,23.0,25.0,0.0007300299941562117
8,8,expert_balanced_large,0.9,11.4,9.88888888888889,25.0,0.000334239995572716
8,8,moe_sparse_top1,0.9,11.4,9.88888888888889,25.0,0.0030844199704006315
8,8,moe_top2,1.0,11.4,11.4,,0.003275039978325367
8,8,moe_top3,1.0,11.5,11.5,,0.00337606999091804
8,8,moe_all,0.9,11.6,10.11111111111111,25.0,0.003995030024088919
8,9,expert_wide_small,0.8,21.0,20.0,25.0,0.0005880099954083562
8,9,expert_wide_large,0.2,23.5,17.5,25.0,0.0007036400027573108
8,9,expert_tall_small,0.7,20.9,19.142857142857142,25.0,0.0006585600203834474
8,9,expert_tall_large,0.6,19.7,16.166666666666668,25.0,0.0008849400095641613
8,9,expert_balanced_small,0.4,23.1,20.25,25.0,0.0010164700099267066
8,9,expert_balanced_large,1.0,10.5,10.5,,0.0003370399819687009
8,9,moe_sparse_top1,1.0,10.5,10.5,,0.0027390400180593135
8,9,moe_top2,1.0,10.5,10.5,,0.003122310002800077
8,9,moe_top3,1.0,10.5,10.5,,0.003322080010548234
8,9,moe_all,1.0,10.4,10.4,,0.004143919993657619
8,10,expert_wide_small,0.7,21.9,20.571428571428573,25.0,0.0006359599996358156
8,10,expert_wide_large,0.6,22.6,21.0,25.0,0.0007532999967224896
8,10,expert_tall_small,0.4,23.5,21.25,25.0,0.0006978799821808935
8,10,expert_tall_large,0.4,22.4,18.5,25.0,0.0006842100061476231
8,10,expert_balanced_small,0.4,24.4,23.5,25.0,0.0007056899834424257
8,10,expert_balanced_large,1.0,13.4,13.4,,0.00040744999423623083
8,10,moe_sparse_top1,1.0,13.1,13.1,,0.003487570001743734
8,10,moe_top2,1.0,13.1,13.1,,0.003685359994415194
8,10,moe_top3,1.0,12.9,12.9,,0.0040167600032873455
8,10,moe_all,1.0,13.1,13.1,,0.004749839962460101
8,11,expert_wide_small,0.7,21.8,20.428571428571427,25.0,0.0006119500030763447
8,11,expert_wide_large,0.7,22.0,20.714285714285715,25.0,0.0006142300087958574
8,11,expert_tall_small,0.7,22.3,21.142857142857142,25.0,0.0006471999804489315
8,11,expert_tall_large,0.1,24.0,15.0,25.0,0.0007054799934849143
8,11,expert_balanced_small,0.2,24.6,23.0,25.0,0.0007596499752253294
8,11,expert_balanced_large,0.8,18.7,17.125,25.0,0.0005239700083620846
8,11,moe_sparse_top1,0.8,18.5,16.875,25.0,0.004842749994713813
8,11,moe_top2,0.7,20.0,17.857142857142858,25.0,0.005792750010732562
8,11,moe_top3,0.7,21.4,19.857142857142858,25.0,0.006675459991674871
8,11,moe_all,0.7,23.0,22.142857142857142,25.0,0.008127620012965053
8,12,expert_wide_small,0.6,23.3,22.166666666666668,25.0,0.0006135799689218402
8,12,expert_wide_large,0.4,23.0,20.0,25.0,0.0006604099995456636
8,12,expert_tall_small,0.5,22.7,20.4,25.0,0.0006059799809008837
8,12,expert_tall_large,0.6,22.2,20.333333333333332,25.0,0.0006140900077298284
8,12,expert_balanced_small,0.3,24.6,23.666666666666668,25.0,0.0007008699816651642
8,12,expert_balanced_large,0.4,23.4,21.0,25.0,0.0006430499721318484
8,12,moe_sparse_top1,0.6,23.6,22.666666666666668,25.0,0.006178619991987944
8,12,moe_top2,0.6,23.6,22.666666666666668,25.0,0.006874089979100972
8,12,moe_top3,0.4,24.1,22.75,25.0,0.009496570006012917
8,12,moe_all,0.1,24.4,19.0,25.0,0.011697980004828423
8,13,expert_wide_small,0.3,23.3,19.333333333333332,25.0,0.0008379699778743088
8,13,expert_wide_large,0.3,23.4,19.666666666666668,25.0,0.0008070599753409625
8,13,expert_tall_small,0.4,23.5,21.25,25.0,0.0008046500035561622
8,13,expert_tall_large,0.2,24.1,20.5,25.0,0.0009404599666595459
8,13,expert_balanced_small,0.1,24.9,24.0,25.0,0.0009509000112302602
8,13,expert_balanced_large,0.8,18.8,17.25,25.0,0.0008178599993698299
8,13,moe_sparse_top1,0.8,18.9,17.375,25.0,0.005660199979320169
8,13,moe_top2,0.3,23.3,19.333333333333332,25.0,0.007580150000285358
8,13,moe_top3,0.4,22.0,17.5,25.0,0.007495529972948134
8,13,moe_all,0.4,21.7,16.75,25.0,0.00821669000433758
8,14,expert_wide_small,0.4,23.9,22.25,25.0,0.0007134400075301528
8,14,expert_wide_large,0.2,24.1,20.5,25.0,0.0006559400120750069
8,14,expert_tall_small,0.0,25.0,,25.0,0.0007120599853806198
8,14,expert_tall_large,0.1,25.0,25.0,25.0,0.0006964800064451993
8,14,expert_balanced_small,0.0,25.0,,25.0,0.0007182300207205117
8,14,expert_balanced_large,0.8,19.4,18.0,25.0,0.0005851700087077915
8,14,moe_sparse_top1,0.8,19.2,17.75,25.0,0.00491659997496754
8,14,moe_top2,0.8,19.1,17.625,25.0,0.0050541500095278025
8,14,moe_top3,0.7,19.7,17.428571428571427,25.0,0.005711269995663315
8,14,moe_all,0.1,25.0,25.0,25.0,0.008688860002439468
9,3,expert_wide_small,1.0,14.2,14.2,,0.00036881001433357595
9,3,expert_wide_large,1.0,17.4,17.4,,0.0004533500061370432
9,3,expert_tall_small,1.0,12.8,12.8,,0.0003016900038346648
9,3,expert_tall_large,1.0,17.2,17.2,,0.00041376000735908746
9,3,expert_balanced_small,1.0,16.5,16.5,,0.00042789001017808916
9,3,expert_balanced_large,1.0,11.5,11.5,,0.00031590003054589034
9,3,moe_sparse_top1,1.0,18.6,18.6,,0.0043642100179567935
9,3,moe_top2,1.0,15.4,15.4,,0.003990389977116138
9,3,moe_top3,1.0,15.1,15.1,,0.004170529975090176
9,3,moe_all,1.0,17.1,17.1,,0.005661720014177263
9,4,expert_wide_small,0.8,17.8,16.0,25.0,0.0004686299595050514
9,4,expert_wide_large,0.8,18.9,17.375,25.0,0.0005008100066334009
9,4,expert_tall_small,1.0,16.0,16.0,,0.00040096997981891035
9,4,expert_tall_large,1.0,19.0,19.0,,0.00046830998035147787
9,4,expert_balanced_small,0.9,20.7,20.22222222222222,25.0,0.0012546999962069095
9,4,expert_balanced_large,1.0,12.6,12.6,,0.0009159200009889901
9,4,moe_sparse_top1,1.0,12.6,12.6,,0.007782770006451755
9,4,moe_top2,1.0,16.8,16.8,,0.010358299966901541
9,4,moe_top3,0.9,17.5,16.666666666666668,25.0,0.011970459995791317
9,4,moe_all,0.9,18.3,17.555555555555557,25.0,0.015384140005335212
9,5,expert_wide_small,0.8,19.3,17.875,25.0,0.001103680010419339
9,5,expert_wide_large,0.8,19.5,18.125,25.0,0.001260540005750954
9,5,expert_tall_small,0.9,19.1,18.444444444444443,25.0,0.0010608399985358118
9,5,expert_tall_large,0.7,19.3,16.857142857142858,25.0,0.0009513200144283474
9,5,expert_balanced_small,0.8,20.0,18.75,25.0,0.0008470399770885706
9,5,expert_balanced_large,1.0,15.4,15.4,,0.0007510100025683641
9,5,moe_sparse_top1,1.0,15.2,15.2,,0.007594199990853668
9,5,moe_top2,0.8,19.0,17.5,25.0,0.010908330010715872
9,5,moe_top3,0.7,19.5,17.142857142857142,25.0,0.011397680011577904
9,5,moe_all,0.7,19.8,17.571428571428573,25.0,0.012831880012527108
9,6,expert_wide_small,0.5,20.7,16.4,25.0,0.0006376599892973899
9,6,expert_wide_large,0.6,19.2,15.333333333333334,25.0,0.000709420011844486
9,6,expert_tall_small,0.6,21.3,18.833333333333332,25.0,0.0007565700099803508
9,6,expert_tall_large,0.5,23.7,22.4,25.0,0.0008303600479848683
9,6,expert_balanced_small,0.4,22.1,17.75,25.0,0.000805699999909848
