n,k,policy,success_rate,mean_expansions_all,mean_expansions_success,mean_expansions_failure,mean_seconds
9,6,expert_balanced_large,1.0,10.0,10.0,,0.0004659400088712573
9,6,moe_sparse_top1,0.5,20.5,16.0,25.0,0.010719450027681886
9,6,moe_top2,1.0,15.3,15.3,,0.00854033997748047
9,6,moe_top3,1.0,10.3,10.3,,0.007522859971504659
9,6,moe_all,1.0,15.4,15.4,,0.010784429986961186
9,7,expert_wide_small,0.3,22.7,17.333333333333332,25.0,0.0013220200082287193
9,7,expert_wide_large,0.3,21.9,14.666666666666666,25.0,0.0010283800074830651
9,7,expert_tall_small,0.5,22.9,20.8,25.0,0.001196359994355589
9,7,expert_tall_large,0.3,24.1,22.0,25.0,0.0010618900298140943
9,7,expert_balanced_small,0.6,23.5,22.5,25.0,0.0007890299777500332
9,7,expert_balanced_large,0.8,13.3,10.375,25.0,0.0007518499973230064
9,7,moe_sparse_top1,0.8,13.2,10.25,25.0,0.007398969982750714
9,7,moe_top2,0.8,14.5,11.875,25.0,0.008134480006992817
9,7,moe_top3,0.9,13.0,11.666666666666666,25.0,0.0073920500231906775
9,7,moe_all,0.9,14.3,13.11111111111111,25.0,0.009721569996327162
9,8,expert_wide_small,0.3,23.1,18.666666666666668,25.0,0.0010274900123476982
9,8,expert_wide_large,0.4,22.9,19.75,25.0,0.0010694999713450671
9,8,expert_tall_small,0.3,23.4,19.666666666666668,25.0,0.0012603699928149582
9,8,expert_tall_large,0.1,24.9,24.0,25.0,0.0011889299959875644
9,8,expert_balanced_small,0.1,25.0,25.0,25.0,0.0006849600118584931
9,8,expert_balanced_large,0.8,13.6,10.75,25.0,0.00039395001949742435
9,8,moe_sparse_top1,0.8,13.6,10.75,25.0,0.005807269993238151
9,8,moe_top2,0.8,13.6,10.75,25.0,0.004530840006191283
9,8,moe_top3,0.8,14.3,11.625,25.0,0.005193390022031963
9,8,moe_all,0.9,14.0,12.777777777777779,25.0,0.006954519997816533
9,9,expert_wide_small,0.3,23.4,19.666666666666668,25.0,0.0009476900100708008
9,9,expert_wide_large,0.3,23.5,20.0,25.0,0.0007288399967364967
9,9,expert_tall_small,0.5,23.4,21.8,25.0,0.0006277799955569207
9,9,expert_tall_large,0.3,23.0,18.333333333333332,25.0,0.0006068399758078158
9,9,expert_balanced_small,0.5,23.4,21.8,25.0,0.0005662699928507209
9,9,expert_balanced_large,1.0,11.1,11.1,,0.0002650000154972076
9,9,moe_sparse_top1,1.0,11.1,11.1,,0.002784399990923703
9,9,moe_top2,1.0,11.3,11.3,,0.00424366001971066
9,9,moe_top3,1.0,11.4,11.4,,0.006759690027683974
9,9,moe_all,1.0,11.4,11.4,,0.008258940000087023
9,10,expert_wide_small,0.5,21.3,17.6,25.0,0.0016250799992121757
9,10,expert_wide_large,0.4,22.3,18.25,25.0,0.0013695499859750272
9,10,expert_tall_small,0.2,24.0,20.0,25.0,0.00126707999734208
9,10,expert_tall_large,0.2,24.6,23.0,25.0,0.0016263899975456297
9,10,expert_balanced_small,0.3,23.5,20.0,25.0,0.0012328999931924046
9,10,expert_balanced_large,0.9,13.6,12.333333333333334,25.0,0.0006235799985006452
9,10,moe_sparse_top1,0.9,13.6,12.333333333333334,25.0,0.007074749993626029
9,10,moe_top2,0.9,13.6,12.333333333333334,25.0,0.005826070019975304
9,10,moe_top3,0.9,13.6,12.333333333333334,25.0,0.007838260009884834
9,10,moe_all,0.9,13.4,12.11111111111111,25.0,0.00956254000775516
9,11,expert_wide_small,0.2,24.2,21.0,25.0,0.0016005699872039258
9,11,expert_wide_large,0.3,24.5,23.333333333333332,25.0,0.001393889996688813
9,11,expert_tall_small,0.2,24.4,22.0,25.0,0.0012177000055089593
9,11,expert_tall_large,0.2,23.7,18.5,25.0,0.0013861200190149249
9,11,expert_balanced_small,0.2,24.5,22.5,25.0,0.0013337900047190488
9,11,expert_balanced_large,0.7,17.7,14.571428571428571,25.0,0.0011183300288394094
9,11,moe_sparse_top1,0.2,24.3,21.5,25.0,0.012545430008322
9,11,moe_top2,0.2,24.3,21.5,25.0,0.00940774999326095
9,11,moe_top3,0.2,24.4,22.0,25.0,0.015337709989398717
9,11,moe_all,0.3,23.2,19.0,25.0,0.014668339991476386
9,12,expert_wide_small,0.1,24.4,19.0,25.0,0.0014887200086377561
9,12,expert_wide_large,0.4,23.6,21.5,25.0,0.001358749996870756
9,12,expert_tall_small,0.2,24.6,23.0,25.0,0.0011157200089655817
9,12,expert_tall_large,0.0,25.0,,25.0,0.0015298900194466113
9,12,expert_balanced_small,0.3,24.6,23.666666666666668,25.0,0.001313590002246201
9,12,expert_balanced_large,0.8,18.5,16.875,25.0,0.0006437200237996877
9,12,moe_sparse_top1,0.7,18.4,15.571428571428571,25.0,0.007734340021852404
9,12,moe_top2,0.7,18.5,15.714285714285714,25.0,0.011060350027401
9,12,moe_top3,0.6,19.7,16.166666666666668,25.0,0.00903749002609402
9,12,moe_all,0.4,22.0,17.5,25.0,0.015720929973758756
9,13,expert_wide_small,0.2,24.2,21.0,25.0,0.0015135700115934015
9,13,expert_wide_large,0.2,24.5,22.5,25.0,0.001462029991671443
9,13,expert_tall_small,0.3,23.9,21.333333333333332,25.0,0.0013388499850407244
9,13,expert_tall_large,0.1,24.5,20.0,25.0,0.0011050799861550332
9,13,expert_balanced_small,0.0,25.0,,25.0,0.0013389500323683023
9,13,expert_balanced_large,0.5,21.6,18.2,25.0,0.0008347500232048332
9,13,moe_sparse_top1,0.5,21.3,17.6,25.0,0.010666489985305816
9,13,moe_top2,0.5,22.2,19.4,25.0,0.013527160009834916
9,13,moe_top3,0.3,23.4,19.666666666666668,25.0,0.01239403000799939
9,13,moe_all,0.2,24.2,21.0,25.0,0.0171464400482364
9,14,expert_wide_small,0.1,24.7,22.0,25.0,0.001285129995085299
9,14,expert_wide_large,0.1,24.7,22.0,25.0,0.0007578599848784507
9,14,expert_tall_small,0.1,24.8,23.0,25.0,0.0006334499805234373
9,14,expert_tall_large,0.0,25.0,,25.0,0.0006529299775138497
9,14,expert_balanced_small,0.1,25.0,25.0,25.0,0.0006636300124228001
9,14,expert_balanced_large,0.4,21.9,17.25,25.0,0.000592230015899986
9,14,moe_sparse_top1,0.4,21.9,17.25,25.0,0.0076808099867776035
9,14,moe_top2,0.4,21.6,16.5,25.0,0.00983668997650966
9,14,moe_top3,0.3,23.4,19.666666666666668,25.0,0.012118709983769804
9,14,moe_all,0.2,24.3,21.5,25.0,0.010950390016660094
10,3,expert_wide_small,0.8,17.2,15.25,25.0,0.00042464000871405004
10,3,expert_wide_large,0.8,17.6,15.75,25.0,0.000687009992543608
10,3,expert_tall_small,1.0,13.7,13.7,,0.0006109299720264971
10,3,expert_tall_large,0.9,18.5,17.77777777777778,25.0,0.0009914600057527422
10,3,expert_balanced_small,1.0,16.5,16.5,,0.0009212099830619991
10,3,expert_balanced_large,1.0,14.1,14.1,,0.0007912700180895627
10,3,moe_sparse_top1,0.8,17.2,15.25,25.0,0.0062912399880588055
10,3,moe_top2,1.0,16.0,16.0,,0.004048809979576617
10,3,moe_top3,1.0,15.8,15.8,,0.004094970016740263
10,3,moe_all,0.9,17.8,17.0,25.0,0.0061579700093716385
10,4,expert_wide_small,0.7,17.2,13.857142857142858,25.0,0.0005005899933166802
10,4,expert_wide_large,0.9,17.9,17.11111111111111,25.0,0.0005985899944789708
10,4,expert_tall_small,1.0,15.3,15.3,,0.0007196300197392702
10,4,expert_tall_large,1.0,16.6,16.6,,0.0009316900046542287
10,4,expert_balanced_small,0.9,19.4,18.77777777777778,25.0,0.0010116999968886376
10,4,expert_balanced_large,1.0,14.9,14.9,,0.0008258499787189066
10,4,moe_sparse_top1,0.7,17.8,14.714285714285714,25.0,0.008675719995517283
10,4,moe_top2,0.7,18.0,15.0,25.0,0.007315459975507111
10,4,moe_top3,0.8,18.7,17.125,25.0,0.008289560023695231
10,4,moe_all,0.6,19.8,16.333333333333332,25.0,0.008596600021701307
10,5,expert_wide_small,0.6,21.8,19.666666666666668,25.0,0.0012178300181403755
10,5,expert_wide_large,0.3,23.2,19.0,25.0,0.0012759500183165073
10,5,expert_tall_small,1.0,16.0,16.0,,0.0007045899867080152
10,5,expert_tall_large,0.9,16.4,15.444444444444445,25.0,0.0008900100132450461
10,5,expert_balanced_small,0.8,20.4,19.25,25.0,0.0011497699772007764
10,5,expert_balanced_large,0.9,16.4,15.444444444444445,25.0,0.001029689994174987
10,5,moe_sparse_top1,1.0,16.6,16.6,,0.006605429982300848
10,5,moe_top2,0.8,19.7,18.375,25.0,0.00879800000693649
10,5,moe_top3,0.8,19.9,18.625,25.0,0.006186739995609969
10,5,moe_all,0.6,22.2,20.333333333333332,25.0,0.010460080008488148
10,6,expert_wide_small,0.5,21.0,17.0,25.0,0.0005498799961060286
10,6,expert_wide_large,0.2,22.7,13.5,25.0,0.0006173799862153828
10,6,expert_tall_small,0.7,20.4,18.428571428571427,25.0,0.0005139199900440871
10,6,expert_tall_large,0.4,22.7,19.25,25.0,0.0006116699893027544
10,6,expert_balanced_small,0.1,24.9,24.0,25.0,0.0013398499810136854
10,6,expert_balanced_large,0.9,17.5,16.666666666666668,25.0,0.0009720400208607316
10,6,moe_sparse_top1,0.8,17.9,16.125,25.0,0.007914970000274479
10,6,moe_top2,0.8,16.9,14.875,25.0,0.00797883999766782
10,6,moe_top3,0.9,18.6,17.88888888888889,25.0,0.005623139976523817
10,6,moe_all,0.4,21.7,16.75,25.0,0.015416340017691255
10,7,expert_wide_small,0.6,23.0,21.666666666666668,25.0,0.0015394500107504428
10,7,expert_wide_large,0.4,22.0,17.5,25.0,0.0010868299868889153
10,7,expert_tall_small,0.4,22.6,19.0,25.0,0.0014762899838387967
10,7,expert_tall_large,0.3,22.7,17.333333333333332,25.0,0.001440720015671104
10,7,expert_balanced_small,0.7,21.3,19.714285714285715,25.0,0.0011758800130337477
10,7,expert_balanced_large,1.0,12.3,12.3,,0.0006033999961800873
10,7,moe_sparse_top1,1.0,12.3,12.3,,0.006723599997349084
10,7,moe_top2,1.0,12.3,12.3,,0.004874079988803714
10,7,moe_top3,1.0,11.3,11.3,,0.004402120015583932
10,7,moe_all,1.0,13.7,13.7,,0.008898600016254931
10,8,expert_wide_small,0.6,22.1,20.166666666666668,25.0,0.00090693001402542
10,8,expert_wide_large,0.5,22.3,19.6,25.0,0.0006348400027491152
10,8,expert_tall_small,0.5,22.5,20.0,25.0,0.0006019399967044592
10,8,expert_tall_large,0.3,22.9,18.0,25.0,0.000588390021584928
10,8,expert_balanced_small,0.1,24.9,24.0,25.0,0.0014949799864552916
10,8,expert_balanced_large,1.0,12.0,12.0,,0.0007050900021567941
10,8,moe_sparse_top1,1.0,12.1,12.1,,0.005634010024368763
10,8,moe_top2,1.0,11.3,11.3,,0.0036060100072063507
10,8,moe_top3,1.0,11.2,11.2,,0.006975790020078421
10,8,moe_all,1.0,11.4,11.4,,0.004182120005134493
10,9,expert_wide_small,0.3,23.6,20.333333333333332,25.0,0.0006264499737881124
10,9,expert_wide_large,0.4,23.0,20.0,25.0,0.0005823199870064854
10,9,expert_tall_small,0.0,25.0,,25.0,0.0006403299863450229
10,9,expert_tall_large,0.1,24.9,24.0,25.0,0.000655969965737313
10,9,expert_balanced_small,0.2,24.6,23.0,25.0,0.0006776100024580955
10,9,expert_balanced_large,1.0,12.3,12.3,,0.00031114001758396624
10,9,moe_sparse_top1,1.0,12.2,12.2,,0.00522506000706926
10,9,moe_top2,1.0,12.7,12.7,,0.007310920034069568
10,9,moe_top3,1.0,12.7,12.7,,0.007677660009358078
10,9,moe_all,1.0,13.1,13.1,,0.009186400030739606
10,10,expert_wide_small,0.3,23.6,20.333333333333332,25.0,0.0014541800366714597
10,10,expert_wide_large,0.3,23.3,19.333333333333332,25.0,0.0012084800051525234
10,10,expert_tall_small,0.2,24.7,23.5,25.0,0.0010770900174975396
10,10,expert_tall_large,0.2,23.9,19.5,25.0,0.0010969999711960554
10,10,expert_balanced_small,0.2,24.5,22.5,25.0,0.0007281199912540614
10,10,expert_balanced_large,0.7,17.0,13.571428571428571,25.0,0.0004478699993342161
10,10,moe_sparse_top1,0.7,17.0,13.571428571428571,25.0,0.0038857600186020134
10,10,moe_top2,0.7,16.6,13.0,25.0,0.007112030009739101
10,10,moe_top3,0.7,17.2,13.857142857142858,25.0,0.010074629995506257
10,10,moe_all,0.7,17.6,14.428571428571429,25.0,0.013183980016037822
10,11,expert_wide_small,0.8,21.4,20.5,25.0,0.001281500014010817
10,11,expert_wide_large,0.6,23.7,22.833333333333332,25.0,0.001302790001500398
10,11,expert_tall_small,0.2,24.4,22.0,25.0,0.001304150011856109
10,11,expert_tall_large,0.1,24.6,21.0,25.0,0.0015944099868647754
10,11,expert_balanced_small,0.4,23.6,21.5,25.0,0.0013716500252485275
10,11,expert_balanced_large,0.6,20.2,17.0,25.0,0.0011779900174587964
10,11,moe_sparse_top1,0.6,20.3,17.166666666666668,25.0,0.006410100008361041
10,11,moe_top2,0.6,20.3,17.166666666666668,25.0,0.010803349991329014
10,11,moe_top3,0.5,22.0,19.0,25.0,0.01147841998608783
10,11,moe_all,0.3,23.1,18.666666666666668,25.0,0.014048450021073222
10,12,expert_wide_small,0.6,23.2,22.0,25.0,0.0012520999880507588
10,12,expert_wide_large,0.6,22.6,21.0,25.0,0.0012942599947564303
10,12,expert_tall_small,0.2,24.1,20.5,25.0,0.0014096700120717286
10,12,expert_tall_large,0.3,22.9,18.0,25.0,0.0013452600105665624
10,12,expert_balanced_small,0.0,25.0,,25.0,0.0013522200169973075
10,12,expert_balanced_large,0.8,17.9,16.125,25.0,0.0009789899922907352
10,12,moe_sparse_top1,0.8,17.9,16.125,25.0,0.006855520000681281
10,12,moe_top2,0.8,18.6,17.0,25.0,0.007729050004854798
10,12,moe_top3,0.6,21.2,18.666666666666668,25.0,0.012446140020620078
10,12,moe_all,0.5,22.6,20.2,25.0,0.01829167000250891
10,13,expert_wide_small,0.1,25.0,25.0,25.0,0.0017395200091414153
10,13,expert_wide_large,0.1,24.7,22.0,25.0,0.0014692299999296665
10,13,expert_tall_small,0.0,25.0,,25.0,0.001117000007070601
10,13,expert_tall_large,0.0,25.0,,25.0,0.001156999997328967
10,13,expert_balanced_small,0.1,24.8,23.0,25.0,0.0019125700113363565
10,13,expert_balanced_large,0.9,18.5,17.77777777777778,25.0,0.0015645300038158894
10,13,moe_sparse_top1,0.9,18.2,17.444444444444443,25.0,0.00883607000578195
10,13,moe_top2,0.9,18.7,18.0,25.0,0.015147100016474725
10,13,moe_top3,0.8,20.8,19.75,25.0,0.010068800009321421
10,13,moe_all,0.5,23.1,21.2,25.0,0.016839729994535445
10,14,expert_wide_small,0.1,24.7,22.0,25.0,0.0015681899967603385
10,14,expert_wide_large,0.2,24.7,23.5,25.0,0.001451860019005835
10,14,expert_tall_small,0.0,25.0,,25.0,0.001346180005930364
10,14,expert_tall_large,0.1,24.9,24.0,25.0,0.0014335099956952035
10,14,expert_balanced_small,0.1,24.8,23.0,25.0,0.0013235800084657966
10,14,expert_balanced_large,0.6,22.9,21.5,25.0,0.0014668900170363487
10,14,moe_sparse_top1,0.6,22.9,21.5,25.0,0.013077909976709634
10,14,moe_top2,0.6,23.1,21.833333333333332,25.0,0.012699429981876165
10,14,moe_top3,0.3,24.0,21.666666666666668,25.0,0.012654419988393784
10,14,moe_all,0.1,24.8,23.0,25.0,0.01448828000575304
11,3,expert_wide_small,0.8,17.0,15.0,25.0,0.0005090699996799231
11,3,expert_wide_large,0.7,20.6,18.714285714285715,25.0,0.0005379299866035581
11,3,expert_tall_small,1.0,15.6,15.6,,0.00035225998144596817
11,3,expert_tall_large,0.8,17.3,15.375,25.0,0.0007598899770528078
11,3,expert_balanced_small,1.0,19.1,19.1,,0.0010258599882945417
11,3,expert_balanced_large,1.0,15.4,15.4,,0.0007859000004827976
11,3,moe_sparse_top1,0.8,17.3,15.375,25.0,0.006973849958740175
11,3,moe_top2,0.9,19.1,18.444444444444443,25.0,0.010134219995234162
11,3,moe_top3,0.9,19.8,19.22222222222222,25.0,0.008249449997674674
11,3,moe_all,0.8,20.1,18.875,25.0,0.0069361999980174
11,4,expert_wide_small,0.8,17.6,15.75,25.0,0.0008617899846285581
11,4,expert_wide_large,0.7,20.2,18.142857142857142,25.0,0.0006649500224739313
11,4,expert_tall_small,1.0,17.3,17.3,,0.0006097299978137016
11,4,expert_tall_large,0.6,20.9,18.166666666666668,25.0,0.0005453600198961795
11,4,expert_balanced_small,0.7,20.8,19.0,25.0,0.0007792299846187233
11,4,expert_balanced_large,0.8,17.6,15.75,25.0,0.000921699998434633
11,4,moe_sparse_top1,0.9,17.4,16.555555555555557,25.0,0.007902319997083396
11,4,moe_top2,0.7,20.3,18.285714285714285,25.0,0.008303340000566095
11,4,moe_top3,0.7,20.2,18.142857142857142,25.0,0.007315569999627769
11,4,moe_all,0.6,21.6,19.333333333333332,25.0,0.011686419998295606
11,5,expert_wide_small,0.6,20.9,18.166666666666668,25.0,0.0005526699940674007
11,5,expert_wide_large,0.3,22.5,16.666666666666668,25.0,0.0005712499958463013
11,5,expert_tall_small,1.0,17.8,17.8,,0.00040959998732432724
11,5,expert_tall_large,0.8,21.4,20.5,25.0,0.0005227499990724027
11,5,expert_balanced_small,0.5,23.4,21.8,25.0,0.0005973900202661753
11,5,expert_balanced_large,0.8,20.2,19.0,25.0,0.0006365899811498821
11,5,moe_sparse_top1,0.8,20.5,19.375,25.0,0.010540060000494123
11,5,moe_top2,0.7,20.7,18.857142857142858,25.0,0.011439229990355671
11,5,moe_top3,0.4,23.6,21.5,25.0,0.00915184001205489
11,5,moe_all,0.3,24.6,23.666666666666668,25.0,0.00844724999042228
11,6,expert_wide_small,0.3,22.3,16.0,25.0,0.0011937399860471487
11,6,expert_wide_large,0.4,21.8,17.0,25.0,0.0011680500232614578
11,6,expert_tall_small,0.9,19.9,19.333333333333332,25.0,0.001250370021443814
11,6,expert_tall_large,0.2,23.6,18.0,25.0,0.001028379995841533
11,6,expert_balanced_small,0.5,23.1,21.2,25.0,0.0007058500079438091
11,6,expert_balanced_large,1.0,16.8,16.8,,0.0005032000015489757
11,6,moe_sparse_top1,1.0,16.6,16.6,,0.007934150006622075
11,6,moe_top2,0.7,20.4,18.428571428571427,25.0,0.008047169994097204
11,6,moe_top3,0.5,21.3,17.6,25.0,0.009557610016781837
11,6,moe_all,0.5,23.4,21.8,25.0,0.01690408999565989
11,7,expert_wide_small,0.1,24.6,21.0,25.0,0.0011003800085745753
11,7,expert_wide_large,0.2,23.5,17.5,25.0,0.0010564200230874122
11,7,expert_tall_small,0.6,22.6,21.0,25.0,0.0008641699911095202
11,7,expert_tall_large,0.4,22.5,18.75,25.0,0.0007712900172919035
11,7,expert_balanced_small,0.3,24.4,23.0,25.0,0.0008511599851772189
11,7,expert_balanced_large,0.8,20.2,19.0,25.0,0.0006698800018057228
11,7,moe_sparse_top1,0.7,20.3,18.285714285714285,25.0,0.007604850002098829
11,7,moe_top2,0.6,20.9,18.166666666666668,25.0,0.009315400011837482
11,7,moe_top3,0.4,22.5,18.75,25.0,0.008700689976103603
11,7,moe_all,0.3,23.1,18.666666666666668,25.0,0.011519879987463354
11,8,expert_wide_small,0.3,24.0,21.666666666666668,25.0,0.0012312399689108134
11,8,expert_wide_large,0.3,24.1,22.0,25.0,0.0011629100074060262
11,8,expert_tall_small,0.3,23.8,21.0,25.0,0.0009807099937461316
11,8,expert_tall_large,0.1,24.2,17.0,25.0,0.0009850800153799355
11,8,expert_balanced_small,0.3,23.6,20.333333333333332,25.0,0.0011511299875564874
11,8,expert_balanced_large,0.9,16.6,15.666666666666666,25.0,0.000576220010407269
11,8,moe_sparse_top1,0.9,16.6,15.666666666666666,25.0,0.006376679998356849
11,8,moe_top2,0.9,16.5,15.555555555555555,25.0,0.007646140002179891
11,8,moe_top3,0.9,16.0,15.0,25.0,0.007590319996234029
11,8,moe_all,0.8,16.2,14.0,25.0,0.01120604999596253
11,9,expert_wide_small,0.5,22.8,20.6,25.0,0.001087449979968369
11,9,expert_wide_large,0.2,23.7,18.5,25.0,0.0014760899939574301
11,9,expert_tall_small,0.0,25.0,,25.0,0.0013720500050112606
11,9,expert_tall_large,0.1,24.5,20.0,25.0,0.0013483199873007834
11,9,expert_balanced_small,0.3,23.5,20.0,25.0,0.0015806199749931692
11,9,expert_balanced_large,0.8,19.3,17.875,25.0,0.0011216499842703342
11,9,moe_sparse_top1,0.8,19.3,17.875,25.0,0.010891040007118135
11,9,moe_top2,0.8,19.3,17.875,25.0,0.008204829983878881
11,9,moe_top3,0.8,18.9,17.375,25.0,0.007836380042135715
11,9,moe_all,0.5,20.9,16.8,25.0,0.010766570002306252
11,10,expert_wide_small,0.3,24.1,22.0,25.0,0.0007508600130677224
11,10,expert_wide_large,0.1,24.9,24.0,25.0,0.000667849974706769
11,10,expert_tall_small,0.4,24.0,22.5,25.0,0.0006490199943073094
11,10,expert_tall_large,0.1,24.1,16.0,25.0,0.0007349099963903427
11,10,expert_balanced_small,0.5,24.2,23.4,25.0,0.0006292200298048556
11,10,expert_balanced_large,0.8,19.0,17.5,25.0,0.0006530900020152331
11,10,moe_sparse_top1,0.8,18.9,17.375,25.0,0.007789119984954596
11,10,moe_top2,0.8,18.8,17.25,25.0,0.01169466997962445
11,10,moe_top3,0.8,18.8,17.25,25.0,0.012189969990868122
11,10,moe_all,0.9,18.9,18.22222222222222,25.0,0.01101570000173524
11,11,expert_wide_small,0.4,23.9,22.25,25.0,0.0009597899857908488
11,11,expert_wide_large,0.3,24.0,21.666666666666668,25.0,0.0006050199968740344
11,11,expert_tall_small,0.1,24.8,23.0,25.0,0.0011937000090256333
11,11,expert_tall_large,0.1,24.4,19.0,25.0,0.0014889600104652345
11,11,expert_balanced_small,0.0,25.0,,25.0,0.0016149700153619052
11,11,expert_balanced_large,0.6,23.0,21.666666666666668,25.0,0.0011853399802930654
11,11,moe_sparse_top1,0.6,23.0,21.666666666666668,25.0,0.01276740999892354
11,11,moe_top2,0.4,23.4,21.0,25.0,0.010202599980402738
11,11,moe_top3,0.2,24.7,23.5,25.0,0.012639730016235261
11,11,moe_all,0.0,25.0,,25.0,0.019147919991519304
11,12,expert_wide_small,0.4,24.0,22.5,25.0,0.0011179299792274833
11,12,expert_wide_large,0.3,23.6,20.333333333333332,25.0,0.0010630300035700201
11,12,expert_tall_small,0.1,24.9,24.0,25.0,0.0011094000190496444
11,12,expert_tall_large,0.1,24.9,24.0,25.0,0.0010824999655596912
11,12,expert_balanced_small,0.0,25.0,,25.0,0.001044759969227016
11,12,expert_balanced_large,0.3,23.0,18.333333333333332,25.0,0.0008832799852825701
11,12,moe_sparse_top1,0.1,24.9,24.0,25.0,0.010361780016683041
11,12,moe_top2,0.1,24.5,20.0,25.0,0.013579130009748041
11,12,moe_top3,0.0,25.0,,25.0,0.011926800012588501
11,12,moe_all,0.0,25.0,,25.0,0.01635730001144111
11,13,expert_wide_small,0.6,23.7,22.833333333333332,25.0,0.0007819400052540004
11,13,expert_wide_large,0.2,24.7,23.5,25.0,0.0014637299813330174
11,13,expert_tall_small,0.2,24.8,24.0,25.0,0.0008824800024740398
11,13,expert_tall_large,0.2,24.5,22.5,25.0,0.0006592499907128513
11,13,expert_balanced_small,0.1,24.9,24.0,25.0,0.0009139300091192126
11,13,expert_balanced_large,0.6,23.5,22.5,25.0,0.0011441400041803718
11,13,moe_sparse_top1,0.6,24.1,23.5,25.0,0.009932759997900576
11,13,moe_top2,0.2,24.5,22.5,25.0,0.009073560021352022
11,13,moe_top3,0.0,25.0,,25.0,0.014479549985844642
11,13,moe_all,0.0,25.0,,25.0,0.015919979999307544
11,14,expert_wide_small,0.6,24.5,24.166666666666668,25.0,0.0009379100054502487
11,14,expert_wide_large,0.1,24.8,23.0,25.0,0.0008859500056132674
11,14,expert_tall_small,0.1,24.8,23.0,25.0,0.000931370013859123
11,14,expert_tall_large,0.0,25.0,,25.0,0.0010384000255726279
11,14,expert_balanced_small,0.1,25.0,25.0,25.0,0.001229460013564676
11,14,expert_balanced_large,0.1,25.0,25.0,25.0,0.0011252600117586554
11,14,moe_sparse_top1,0.6,24.5,24.166666666666668,25.0,0.006744259991683066
11,14,moe_top2,0.5,24.8,24.6,25.0,0.009178929985500872
11,14,moe_top3,0.0,25.0,,25.0,0.013779010018333792
11,14,moe_all,0.1,24.8,23.0,25.0,0.01636882999446243
12,3,expert_wide_small,0.9,17.2,16.333333333333332,25.0,0.0009976200060918927
12,3,expert_wide_large,1.0,19.7,19.7,,0.0010037700063548981
12,3,expert_tall_small,1.0,14.8,14.8,,0.0006411900278180838
12,3,expert_tall_large,1.0,17.0,17.0,,0.00045928998151794075
12,3,expert_balanced_small,0.9,19.4,18.77777777777778,25.0,0.0004860999993979931
12,3,expert_balanced_large,1.0,19.4,19.4,,0.0005309399799443782
12,3,moe_sparse_top1,0.9,17.6,16.77777777777778,25.0,0.007863189978525042
12,3,moe_top2,0.9,19.9,19.333333333333332,25.0,0.009715410019271075
12,3,moe_top3,0.8,20.7,19.625,25.0,0.00788964998209849
12,3,moe_all,0.8,20.7,19.625,25.0,0.010506780014839023
12,4,expert_wide_small,0.8,20.3,19.125,25.0,0.001049910008441657
12,4,expert_wide_large,0.7,20.8,19.0,25.0,0.0011714400141499936
12,4,expert_tall_small,0.8,17.3,15.375,25.0,0.0007445700350217522
12,4,expert_tall_large,0.8,19.7,18.375,25.0,0.0008283400326035917
12,4,expert_balanced_small,0.7,20.9,19.142857142857142,25.0,0.0006346300011500716
12,4,expert_balanced_large,1.0,17.9,17.9,,0.0005584300262853504
12,4,moe_sparse_top1,1.0,18.4,18.4,,0.00811290998244658
12,4,moe_top2,0.8,17.6,15.75,25.0,0.011001469986513256
12,4,moe_top3,0.7,21.2,19.571428571428573,25.0,0.013851259974762798
12,4,moe_all,0.8,22.6,22.0,25.0,0.011746480024885386
12,5,expert_wide_small,0.5,21.7,18.4,25.0,0.0010747899999842049
12,5,expert_wide_large,0.2,23.3,16.5,25.0,0.0014695299905724823
12,5,expert_tall_small,0.9,18.9,18.22222222222222,25.0,0.0009817700134590267
12,5,expert_tall_large,0.6,20.9,18.166666666666668,25.0,0.0012152999988757074
12,5,expert_balanced_small,0.3,23.9,21.333333333333332,25.0,0.0013728200225159525
12,5,expert_balanced_large,0.5,22.4,19.8,25.0,0.0012411199742928148
12,5,moe_sparse_top1,1.0,19.5,19.5,,0.010301470023114235
12,5,moe_top2,0.9,19.5,18.88888888888889,25.0,0.007484579971060157
12,5,moe_top3,0.4,21.5,16.25,25.0,0.011420060007367283
12,5,moe_all,0.4,22.3,18.25,25.0,0.013336550001986325
12,6,expert_wide_small,0.4,22.6,19.0,25.0,0.0010824200115166604
12,6,expert_wide_large,0.0,25.0,,25.0,0.0011413400061428547
12,6,expert_tall_small,0.8,20.1,18.875,25.0,0.0010314700077287853
12,6,expert_tall_large,0.7,23.0,22.142857142857142,25.0,0.0012926800060085951
12,6,expert_balanced_small,0.4,24.4,23.5,25.0,0.0014452499919570983
12,6,expert_balanced_large,0.8,22.3,21.625,25.0,0.0012417300255037843
12,6,moe_sparse_top1,0.6,23.3,22.166666666666668,25.0,0.011639090010430665
12,6,moe_top2,0.9,22.1,21.77777777777778,25.0,0.01118303999537602
12,6,moe_top3,0.7,22.0,20.714285714285715,25.0,0.010893099987879396
12,6,moe_all,0.3,24.2,22.333333333333332,25.0,0.014894699992146343
12,7,expert_wide_small,0.2,23.7,18.5,25.0,0.0013755399733781815
12,7,expert_wide_large,0.4,23.0,20.0,25.0,0.0011949199950322508
12,7,expert_tall_small,0.8,20.7,19.625,25.0,0.001080809987615794
12,7,expert_tall_large,0.5,23.5,22.0,25.0,0.0010466899839229882
